ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties
"0x1b000001a0e8";"OSZUXVUZTH.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:46.649Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x1b000001aac4";"SJTJVWCYUD.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:48.245Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x1b000001a52d";"SVMWOABYUP.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:47.322Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x4d00000c80a8";"TXEVAQONRP.WireSupport";{"id":"0x2000000080d","relClassName":"BisCore.ModelContainsElements"};"2022-01-20T16:48:20.935Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"a0877585-2498-4ee1-b6f3-8957b867937c";
"0x1b000001ac02";"VXASUZAZZU.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:48.387Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x1b000001a231";"XFOTYJTARG.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:46.899Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x1b000001a6ad";"XNOJBRVTPN.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:47.620Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x1b000001a4d5";"XVNNUUGTIP.WireSupport";{"id":"0x20000000801","relClassName":"BisCore.ModelContainsElements"};"2021-08-02T06:04:47.260Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;;
"0x4d00000b7759";"ZEJPQCBBFA.WireSupport";{"id":"0x2000000080d","relClassName":"BisCore.ModelContainsElements"};"2022-01-20T16:47:13.039Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"891f8d53-fbf7-42a8-aa9b-a1ae9d583a44";
"0x4d000010092c";"EPWFYBPUBC.WireSupport";{"id":"0x2000000080b","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:30:10.077Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"cac09a71-98f3-4aa2-b21f-8b551d093eaf";
"0x4d0000100891";"FIMQIZBYFT.WireSupport";{"id":"0x2000000080b","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:30:09.450Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"6dcdff5e-4724-4d7d-9118-27013a7a906f";
"0x4d00000e6fdb";"GRQRACRERV.WireSupport";{"id":"0x20000000803","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:25:22.282Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"9da4aed1-d833-42a9-b2d0-82e3f86f5e25";
"0x4d00000eed3f";"LKEGOPPMII.WireSupport";{"id":"0x20000000807","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:27:04.572Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"7891ec7f-31e5-4dd4-adc2-4292bb4b9ac7";
"0x4d00000e6ff6";"USBRJLJPOJ.WireSupport";{"id":"0x20000000803","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:25:22.391Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"2e2a249d-cf9d-4634-bf08-3bb748c59fda";
"0x4d00001008b1";"YEZZOWIGLO.WireSupport";{"id":"0x2000000080b","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:30:09.591Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"200e70c3-95fc-4dbf-8976-80562aef6541";
"0x4d0000100a17";"CGKYDGZKRI.WireSupport";{"id":"0x2000000080b","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:30:10.327Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"1f2bf9b8-9692-451a-b4ec-03c26f596ed8";
"0x4d00000fb0ba";"FZALZJEZTT.WireSupport";{"id":"0x20000000809","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:28:54.303Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"6089c475-87c4-46a9-8895-080420a2908e";
"0x4d00000fb0d4";"IFEGQFGFHY.WireSupport";{"id":"0x20000000809","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:28:54.475Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"b24ce745-5879-49c1-9afd-637349ee5cd0";
"0x4d00000fb4c3";"JIYARRLYJI.WireSupport";{"id":"0x20000000809","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:28:55.444Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"44198dd0-7015-4458-9398-056e6f4f36bc";
"0x4d00000fb084";"KFLRWKPIQL.WireSupport";{"id":"0x20000000809","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:28:54.131Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"3891770b-1e86-46a3-a03f-7d96bcf2a612";
"0x4d00000eedc0";"SVNBXAQXTL.WireSupport";{"id":"0x20000000807","relClassName":"BisCore.ModelContainsElements"};"2022-02-16T12:27:05.072Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"WireSupport";;"71e6e73f-2287-499a-ae4a-ebffa19f2502";
