ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties
"0xf00000824cd";"Droptube.Droptube";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:20.190Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Droptube";;"2505e7fa-d05e-4468-b9a5-e8bce6e64715";
"0xf0000082206";"HUDCYYUNFO.Droptube";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:17.220Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Droptube";;"f40e75a3-d1ac-4282-ad78-d58712272c82";
