ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties;Category;InSpatialIndex;Origin;Yaw;Pitch;Roll;BBoxLow;BBoxHigh;GeometryStream;TypeDefinition;PhysicalMaterial;Length;AutomaticLength;PositionIdentifier;Brackets;Status;Allocation
"0x110000026bb3";"GDPMDASSAR.Droptube";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:47:33.620Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Droptube";;"f370cf2c-88d8-43bc-9d74-40518f6fd39f";;{"id":"0x2000006c9e6","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;2.8;true;;[{"bracketSlots":[{"wireSupport":{"type":"Push Off","allocation":[{"name":"C99-T08-021","quantity":1},{"name":"C99-T07-002","quantity":1}],"reach":1.74,"systemHeight":1.3}}],"allocation":[{"name":"B70-T01-009","quantity":3}],"heights":[4.939,5.241,5.741]}];;[{"name":"C79-K02-280","quantity":1}]
