ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties;Category;InSpatialIndex;Origin;Yaw;Pitch;Roll;BBoxLow;BBoxHigh;GeometryStream;TypeDefinition;PhysicalMaterial;Offset;Status;SpsSlots;Rotation;ZRotation;Allocation
"0x110000026bb5";"YKKGQXWSPJ.Sps";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:47:33.620Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Sps";;"362c4b07-557f-4f4b-9179-78e468ebbc3a";;{"id":"0x2000006c9e6","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;5.862;;[{"droptube":{"length":2.8,"automaticLength":true,"brackets":[{"bracketSlots":[{"wireSupport":{"type":"Push Off","allocation":[{"name":"C99-T08-021","quantity":1},{"name":"C99-T07-002","quantity":1}],"reach":1.74,"systemHeight":1.3}}],"allocation":[{"name":"B70-T01-009","quantity":3}],"heights":[4.939,5.241,5.741]}],"allocation":[{"name":"C79-K02-280","quantity":1}]}}];0;0;[{"name":"B70-B32-001","quantity":1}]
"0x110000037859";"YKKGQXWSPJ.Sps";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:48:08.875Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Sps";;"9e1ff12e-c850-426f-9e28-b2b3fd7a7655";;{"id":"0x2000006c9e6","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;5.862;;[{"droptube":{"length":2.8,"automaticLength":true,"brackets":[{"bracketSlots":[{"wireSupport":{"type":"Push Off","allocation":[{"name":"C99-T08-021","quantity":1},{"name":"C99-T07-002","quantity":1}],"reach":1.74,"systemHeight":1.3}}],"allocation":[{"name":"B70-T01-009","quantity":3}],"heights":[4.939,5.241,5.741]}],"allocation":[{"name":"C79-K02-280","quantity":1}]}}];0;0;[{"name":"B70-B32-001","quantity":1}]
