ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties;Category;InSpatialIndex;Origin;Yaw;Pitch;Roll;BBoxLow;BBoxHigh;GeometryStream;TypeDefinition;PhysicalMaterial;Offset;Status;SpsSlots;Rotation;ZRotation;Allocation
"0x11000001e675";"TEEBVOQTFI.Sps";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:47:16.131Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Sps";;"58792741-bbd6-4a61-b194-ebd66408135a";;{"id":"0x2000006c9e6","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;2.165;;[{"droptube":{"length":2.6,"automaticLength":true,"brackets":[{"bracketSlots":[{"wireSupport":{"type":"Pull Off","allocation":[{"name":"C99-T08-011","quantity":1},{"name":"C99-T07-002","quantity":1}],"reach":1.74,"systemHeight":1.3}}],"allocation":[{"name":"B70-T01-009","quantity":3}],"heights":[5.121,5.422,5.922]}],"allocation":[{"name":"C79-K02-260","quantity":1}]}}];0;0;[{"name":"B70-B32-001","quantity":1}]
"0x1100000377b3";"TEEBVOQTFI.Sps";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:48:08.529Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"Sps";;"8ce6f736-c934-46b9-afe6-46f2251bbe1b";;{"id":"0x2000006c9e6","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;2.165;;[{"droptube":{"length":2.6,"automaticLength":true,"brackets":[{"bracketSlots":[{"wireSupport":{"type":"Pull Off","allocation":[{"name":"C99-T08-011","quantity":1},{"name":"C99-T07-002","quantity":1}],"reach":1.74,"systemHeight":1.3}}],"allocation":[{"name":"B70-T01-009","quantity":3}],"heights":[5.121,5.422,5.922]}],"allocation":[{"name":"C79-K02-260","quantity":1}]}}];0;0;[{"name":"B70-B32-001","quantity":1}]
