ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties;Category;InSpatialIndex;Origin;Yaw;Pitch;Roll;BBoxLow;BBoxHigh;GeometryStream;TypeDefinition;PhysicalMaterial;Name;NiceType;Status;Supports;Gantries;TrackCollection;AllAllocation
"0x1100000377b6";"BEPNIPSLJA.Structure";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:48:08.638Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"E-299-19A";;"1a53cfcd-a058-4120-8283-f24b5873fddc";;{"id":"0x2000006c9e0","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;"E-299-19A";"TTC";"Proposed";[{"coordinate":{"x":139774.442,"y":277682.715,"z":13.501},"label":"A","recos":3.459,"foundation":{"length":5.5,"bearing":117.774,"allocation":[{"name":"B89-B01-055","quantity":1}]},"mast":{"length":7.4,"bearing":117.774,"allocation":[{"name":"B38-D02-074","quantity":1},{"name":"B83-B05-001","quantity":1}]},"backties":[{"foundation":{"length":3,"bearing":207.774,"allocation":[{"name":"B89-B01-030","quantity":1}]},"height":5.518,"coordinate":{"x":139776.538,"y":277686.697,"z":13.501},"allocation":[{"name":"B63-D04-166","quantity":1}]}]}];[{"length":6.6,"heightAboveHRL":6.653,"allocation":[{"name":"B39-D01-066","quantity":1}]}];{"allItems":[{"name":"Track 1","leftRail":{"point":{"x":139777.502,"y":277681.103,"z":13.641},"dataId":"1130074","fileName":"151666-TRA-E1-ECM4-MOD-R-OH-110101.dgn","railElementSource":"Local"},"rightRail":{"point":{"x":139778.769,"y":277680.436,"z":13.72},"dataId":"576298","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"cANT":79,"gauge":1.434,"tLD":0.102,"associatedDate":"10/09/2021"},{"name":"Track 2","leftRail":{"point":{"x":139780.466,"y":277679.542,"z":13.74},"dataId":"576302","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"rightRail":{"point":{"x":139781.733,"y":277678.875,"z":13.822},"dataId":"576303","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"cANT":82,"gauge":1.434,"tLD":0,"associatedDate":"10/09/2021"}],"allItemsCount":2,"highRailLevel":13.822};[{"name":"B89-B01-055","quantity":1},{"name":"B38-D02-074","quantity":1},{"name":"B83-B05-001","quantity":1},{"name":"B89-B01-030","quantity":1},{"name":"B63-D04-166","quantity":1},{"name":"B39-D01-066","quantity":1}]
"0x1100000377cb";"BEPNIPSLJA.Structure";{"id":"0x2000006c9fc","relClassName":"BisCore.ModelContainsElements"};"2021-10-25T09:48:08.763Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"E-299-19B";;"fa01e015-b354-4540-9327-1f8c8440068e";;{"id":"0x2000006c9e0","relClassName":"BisCore.GeometricElement3dIsInCategory"};true;;;;;;;;;;"E-299-19B";"TTC";"Proposed";[{"coordinate":{"x":139791.837,"y":277673.723,"z":13.512},"label":"B","recos":3.06,"foundation":{"length":7,"bearing":297.918,"allocation":[{"name":"B83-B02-005","quantity":1},{"name":"B89-B02-045","quantity":1},{"name":"B89-B03-025","quantity":1}]},"mast":{"length":7.4,"bearing":297.918,"allocation":[{"name":"B38-D02-074","quantity":1},{"name":"B83-B05-001","quantity":1}]},"backties":[{"foundation":{"length":6,"bearing":207.918,"allocation":[{"name":"B83-B02-001","quantity":1},{"name":"B89-B02-035","quantity":1},{"name":"B89-B03-025","quantity":1}]},"height":5.161,"coordinate":{"x":139793.944,"y":277677.7,"z":13.511},"allocation":[{"name":"B63-D04-360","quantity":1}]}]}];[{"length":6.6,"heightAboveHRL":6.707,"allocation":[{"name":"B39-D01-066","quantity":1}]}];{"allItems":[{"name":"Track 1","leftRail":{"point":{"x":139784.868,"y":277677.417,"z":13.661},"dataId":"576301","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"rightRail":{"point":{"x":139786.132,"y":277676.747,"z":13.734},"dataId":"576300","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"cANT":73,"gauge":1.433,"tLD":0.045,"associatedDate":"10/09/2021"},{"name":"Track 2","leftRail":{"point":{"x":139787.865,"y":277675.829,"z":13.697},"dataId":"576304","fileName":"151666-TRA-E1-TRU-MOD-G-SU-121814.dgn","railElementSource":"ExternalReference"},"rightRail":{"point":{"x":139789.134,"y":277675.156,"z":13.779},"dataId":"1130067","fileName":"151666-TRA-E1-ECM4-MOD-R-OH-110101.dgn","railElementSource":"Local"},"cANT":82,"gauge":1.438,"tLD":0,"associatedDate":"10/09/2021"}],"allItemsCount":2,"highRailLevel":13.779};[{"name":"B83-B02-005","quantity":1},{"name":"B89-B02-045","quantity":1},{"name":"B89-B03-025","quantity":1},{"name":"B38-D02-074","quantity":1},{"name":"B83-B05-001","quantity":1},{"name":"B83-B02-001","quantity":1},{"name":"B89-B02-035","quantity":1},{"name":"B89-B03-025","quantity":1},{"name":"B63-D04-360","quantity":1},{"name":"B39-D01-066","quantity":1}]
