ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties
"0x21000004c016";"UCHVUZFHVH.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:32.697Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"E-49-19";;"3bdedb1a-394a-4c4f-86ac-833205665c44";
"0x21000004c008";"UIVYKHQBSF.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:32.650Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"E-49-19";;"303a7a09-d170-4bf8-a1a8-bf8a3d62892d";
"0x21000004c041";"VDVKTHZGNW.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:33.025Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-97-19";;"f6d36250-32da-4e29-a185-ee1f36676004";
"0x21000004c14e";"VRDQKLHEBO.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:35.469Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-49-11";;"a7bbb7bb-a8bd-4b71-ba9a-2bd81eb4efe2";
"0x21000004c9db";"YLRHZDZOBW.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:38.785Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-49-09B";;"ef3fdf7e-1fe1-45b2-819d-e6c1866cbd96";
"0x21000004c875";"YPNJLXVYAA.Structure";{"id":"0x210000000425","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:37.830Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-49-12A";;"b88cd9f3-e23f-4ec0-a70d-abd6acdae4e1";
"0x21000004ce60";"YTNAWTEJIM.Structure";{"id":"0x21000000042b","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:40:56.047Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-08";;"be8c82d8-21b7-4c18-9ece-cae5a7e6ae93";
"0x210000081eb2";"ZKBINQFCSQ.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:32.677Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-95-26";;"7af35d50-a1b4-4700-96df-0e6842856050";
"0x2100000800c8";"EPMFNIZZVB.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:12.204Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-27";;"e30b8c91-0ccc-4524-a582-a03e1de6de5f";
"0x21000007fda6";"HHZXYCMRDC.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:10.907Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-34B";;"bf5c074f-6a71-41ca-bac5-a498771a90b4";
"0x21000008017c";"JQHYZZDROI.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:12.314Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-25A";;"d4c792a9-ca7d-44c8-90f4-6d33e4ee93e1";
"0x21000007fe1e";"RCGPOWEPAW.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:11.376Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-22";;"f576e6de-691f-444a-b9d5-e888f948472c";
"0x21000007fe73";"ZAZKBDXUPN.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:11.563Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"BR-00-01";;"26cb3317-3029-4a28-9d09-412ef41ac1da";
"0x21000007fbf0";"ZXZZKBUTCG.Structure";{"id":"0x210000000427","relClassName":"BisCore.ModelContainsElements"};"2022-04-04T11:31:10.438Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"EB-48-15";;"ef0e195b-450d-4a75-b27d-8739a990d500";
"0x21000008217a";"EEAQYSIPIK.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:34.948Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-95-29";;"2caf34a5-5df9-4f4a-b583-77048886e99b";
"0x210000081f31";"GZRQZIXIXP.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:33.193Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-96-07";;"05100a9d-a67b-4644-9b61-9801de87f8a1";
"0x210000081eda";"JFEYHBATFV.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:32.958Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-95-23";;"b9c5388a-4de8-4bcf-af82-b328b842bb82";
"0x210000082072";"PMTTOKZMZL.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:34.792Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-79-19";;"113662c7-78f4-4609-87ca-3878ff2c494b";
"0x210000081fe0";"TCLNCOXZPJ.Structure";{"id":"0x210000000429","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:08:34.354Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-96-24";;"4880efc8-72b3-4b6f-abbf-f130bb6fba1f";
